|Time (s)|Event|Eff.Win. (MSS)|cwnd (MSS)|RTT (s)|sRTT (s)|TOut (s)
|--------|-----|--------------|----------|-------|--------|-------|
153.20|TimeOut: 10 	|-12 	|1 	|10.00 	|10.00 	|10.00 	
153.24|Sent Retrans: 9 	|-12 	|1 	|10.00 	|10.00 	|10.00 	
154.16|TimeOut: 11 	|-12 	|1 	|10.00 	|10.00 	|10.00 	
154.25|Sent Retrans: 10 	|-12 	|1 	|10.00 	|10.00 	|10.00 	
155.03|TimeOut: 1 	|-12 	|1 	|10.00 	|10.00 	|10.00 	
155.15|TimeOut: 12 	|-12 	|1 	|10.00 	|10.00 	|10.00 	
155.21|Sent Retrans: 11 	|-12 	|1 	|10.00 	|10.00 	|10.00 	
156.09|Sent Retrans: 1 	|-12 	|1 	|10.00 	|10.00 	|10.00 	
156.16|TimeOut: 2 	|-12 	|1 	|10.00 	|10.00 	|10.00 	
156.17|Sent Retrans: 12 	|-12 	|1 	|10.00 	|10.00 	|10.00 	
157.20|TimeOut: 3 	|-12 	|1 	|10.00 	|10.00 	|10.00 	
157.21|Sent Retrans: 2 	|-12 	|1 	|10.00 	|10.00 	|10.00 	
158.20|TimeOut: 4 	|-12 	|1 	|10.00 	|10.00 	|10.00 	
158.25|Sent Retrans: 3 	|-12 	|1 	|10.00 	|10.00 	|10.00 	
159.24|TimeOut: 5 	|-12 	|1 	|10.00 	|10.00 	|10.00 	
159.25|Sent Retrans: 4 	|-12 	|1 	|10.00 	|10.00 	|10.00 	
160.25|TimeOut: 6 	|-12 	|1 	|10.00 	|10.00 	|10.00 	
160.29|Sent Retrans: 5 	|-12 	|1 	|10.00 	|10.00 	|10.00 	
161.23|TimeOut: 7 	|-12 	|1 	|10.00 	|10.00 	|10.00 	
161.29|Sent Retrans: 6 	|-12 	|1 	|10.00 	|10.00 	|10.00 	
162.23|TimeOut: 8 	|-12 	|1 	|10.00 	|10.00 	|10.00 	
162.27|Sent Retrans: 7 	|-12 	|1 	|10.00 	|10.00 	|10.00 	
163.28|TimeOut: 9 	|-12 	|1 	|10.00 	|10.00 	|10.00 	
163.28|Sent Retrans: 8 	|-12 	|1 	|10.00 	|10.00 	|10.00 	
164.29|TimeOut: 10 	|-12 	|1 	|10.00 	|10.00 	|10.00 	
164.34|Sent Retrans: 9 	|-12 	|1 	|10.00 	|10.00 	|10.00 	
165.25|TimeOut: 11 	|-12 	|1 	|10.00 	|10.00 	|10.00 	
165.34|Sent Retrans: 10 	|-12 	|1 	|10.00 	|10.00 	|10.00 	
166.14|TimeOut: 1 	|-12 	|1 	|10.00 	|10.00 	|10.00 	
166.22|TimeOut: 12 	|-12 	|1 	|10.00 	|10.00 	|10.00 	
166.30|Sent Retrans: 11 	|-12 	|1 	|10.00 	|10.00 	|10.00 	
167.18|Sent Retrans: 1 	|-12 	|1 	|10.00 	|10.00 	|10.00 	
167.26|TimeOut: 2 	|-12 	|1 	|10.00 	|10.00 	|10.00 	
167.29|Sent Retrans: 12 	|-12 	|1 	|10.00 	|10.00 	|10.00 	
168.30|TimeOut: 3 	|-12 	|1 	|10.00 	|10.00 	|10.00 	
168.33|Sent Retrans: 2 	|-12 	|1 	|10.00 	|10.00 	|10.00 	
169.31|TimeOut: 4 	|-12 	|1 	|10.00 	|10.00 	|10.00 	
169.35|Sent Retrans: 3 	|-12 	|1 	|10.00 	|10.00 	|10.00 	
170.33|TimeOut: 5 	|-12 	|1 	|10.00 	|10.00 	|10.00 	
170.36|Sent Retrans: 4 	|-12 	|1 	|10.00 	|10.00 	|10.00 	
171.33|TimeOut: 6 	|-12 	|1 	|10.00 	|10.00 	|10.00 	
171.37|Sent Retrans: 5 	|-12 	|1 	|10.00 	|10.00 	|10.00 	
172.33|TimeOut: 7 	|-12 	|1 	|10.00 	|10.00 	|10.00 	
172.38|Sent Retrans: 6 	|-12 	|1 	|10.00 	|10.00 	|10.00 	
173.34|TimeOut: 8 	|-12 	|1 	|10.00 	|10.00 	|10.00 	
173.38|Sent Retrans: 7 	|-12 	|1 	|10.00 	|10.00 	|10.00 	
174.37|Sent Retrans: 8 	|-12 	|1 	|10.00 	|10.00 	|10.00 	
174.40|TimeOut: 9 	|-12 	|1 	|10.00 	|10.00 	|10.00 	
175.37|TimeOut: 10 	|-12 	|1 	|10.00 	|10.00 	|10.00 	
175.44|Sent Retrans: 9 	|-12 	|1 	|10.00 	|10.00 	|10.00 	
176.36|TimeOut: 11 	|-12 	|1 	|10.00 	|10.00 	|10.00 	
176.40|Sent Retrans: 10 	|-12 	|1 	|10.00 	|10.00 	|10.00 	
177.23|TimeOut: 1 	|-12 	|1 	|10.00 	|10.00 	|10.00 	
177.32|TimeOut: 12 	|-12 	|1 	|10.00 	|10.00 	|10.00 	
177.42|Sent Retrans: 11 	|-12 	|1 	|10.00 	|10.00 	|10.00 	
178.27|Sent Retrans: 1 	|-12 	|1 	|10.00 	|10.00 	|10.00 	
178.37|TimeOut: 2 	|-12 	|1 	|10.00 	|10.00 	|10.00 	
178.40|Sent Retrans: 12 	|-12 	|1 	|10.00 	|10.00 	|10.00 	
179.41|TimeOut: 3 	|-12 	|1 	|10.00 	|10.00 	|10.00 	
179.43|Sent Retrans: 2 	|-12 	|1 	|10.00 	|10.00 	|10.00 	
180.41|TimeOut: 4 	|-12 	|1 	|10.00 	|10.00 	|10.00 	
180.47|Sent Retrans: 3 	|-12 	|1 	|10.00 	|10.00 	|10.00 	
181.42|TimeOut: 5 	|-12 	|1 	|10.00 	|10.00 	|10.00 	
181.48|Sent Retrans: 4 	|-12 	|1 	|10.00 	|10.00 	|10.00 	
182.43|TimeOut: 6 	|-12 	|1 	|10.00 	|10.00 	|10.00 	
182.47|Sent Retrans: 5 	|-12 	|1 	|10.00 	|10.00 	|10.00 	
183.44|TimeOut: 7 	|-12 	|1 	|10.00 	|10.00 	|10.00 	
183.48|Sent Retrans: 6 	|-12 	|1 	|10.00 	|10.00 	|10.00 	
184.43|TimeOut: 8 	|-12 	|1 	|10.00 	|10.00 	|10.00 	
184.46|Sent Retrans: 7 	|-12 	|1 	|10.00 	|10.00 	|10.00 	
185.48|Sent Retrans: 8 	|-12 	|1 	|10.00 	|10.00 	|10.00 	
185.48|TimeOut: 9 	|-12 	|1 	|10.00 	|10.00 	|10.00 	
186.45|TimeOut: 10 	|-12 	|1 	|10.00 	|10.00 	|10.00 	
186.53|Sent Retrans: 9 	|-12 	|1 	|10.00 	|10.00 	|10.00 	
187.44|TimeOut: 11 	|-12 	|1 	|10.00 	|10.00 	|10.00 	
187.47|Sent Retrans: 10 	|-12 	|1 	|10.00 	|10.00 	|10.00 	
188.32|TimeOut: 1 	|-12 	|1 	|10.00 	|10.00 	|10.00 	
188.47|TimeOut: 12 	|-12 	|1 	|10.00 	|10.00 	|10.00 	
188.46|Sent Retrans: 11 	|-12 	|1 	|10.00 	|10.00 	|10.00 	
189.38|Sent Retrans: 1 	|-12 	|1 	|10.00 	|10.00 	|10.00 	
189.48|TimeOut: 2 	|-12 	|1 	|10.00 	|10.00 	|10.00 	
189.51|Sent Retrans: 12 	|-12 	|1 	|10.00 	|10.00 	|10.00 	
190.52|Sent Retrans: 2 	|-12 	|1 	|10.00 	|10.00 	|10.00 	
190.52|TimeOut: 3 	|-12 	|1 	|10.00 	|10.00 	|10.00 	
191.52|TimeOut: 4 	|-12 	|1 	|10.00 	|10.00 	|10.00 	
191.56|Sent Retrans: 3 	|-12 	|1 	|10.00 	|10.00 	|10.00 	
192.51|TimeOut: 5 	|-12 	|1 	|10.00 	|10.00 	|10.00 	
192.55|Sent Retrans: 4 	|-12 	|1 	|10.00 	|10.00 	|10.00 	
193.53|TimeOut: 6 	|-12 	|1 	|10.00 	|10.00 	|10.00 	
193.54|Sent Retrans: 5 	|-12 	|1 	|10.00 	|10.00 	|10.00 	
194.51|TimeOut: 7 	|-12 	|1 	|10.00 	|10.00 	|10.00 	
194.56|Sent Retrans: 6 	|-12 	|1 	|10.00 	|10.00 	|10.00 	
195.52|TimeOut: 8 	|-12 	|1 	|10.00 	|10.00 	|10.00 	
195.55|Sent Retrans: 7 	|-12 	|1 	|10.00 	|10.00 	|10.00 	
196.57|Sent Retrans: 8 	|-12 	|1 	|10.00 	|10.00 	|10.00 	
196.59|TimeOut: 9 	|-12 	|1 	|10.00 	|10.00 	|10.00 	
197.52|TimeOut: 10 	|-12 	|1 	|10.00 	|10.00 	|10.00 	
197.62|Sent Retrans: 9 	|-12 	|1 	|10.00 	|10.00 	|10.00 	
198.54|TimeOut: 11 	|-12 	|1 	|10.00 	|10.00 	|10.00 	
198.58|Sent Retrans: 10 	|-12 	|1 	|10.00 	|10.00 	|10.00 	
199.42|TimeOut: 1 	|-12 	|1 	|10.00 	|10.00 	|10.00 	
199.55|TimeOut: 12 	|-12 	|1 	|10.00 	|10.00 	|10.00 	
199.59|Sent Retrans: 11 	|-12 	|1 	|10.00 	|10.00 	|10.00 	
200.45|Sent Retrans: 1 	|-12 	|1 	|10.00 	|10.00 	|10.00 	
200.54|TimeOut: 2 	|-12 	|1 	|10.00 	|10.00 	|10.00 	
200.59|Sent Retrans: 12 	|-12 	|1 	|10.00 	|10.00 	|10.00 	
201.54|Sent Retrans: 2 	|-12 	|1 	|10.00 	|10.00 	|10.00 	
201.57|TimeOut: 3 	|-12 	|1 	|10.00 	|10.00 	|10.00 	
202.57|Sent Retrans: 3 	|-12 	|1 	|10.00 	|10.00 	|10.00 	
202.59|TimeOut: 4 	|-12 	|1 	|10.00 	|10.00 	|10.00 	
203.56|TimeOut: 5 	|-12 	|1 	|10.00 	|10.00 	|10.00 	
203.59|Sent Retrans: 4 	|-12 	|1 	|10.00 	|10.00 	|10.00 	
204.56|Sent Retrans: 5 	|-12 	|1 	|10.00 	|10.00 	|10.00 	
204.60|TimeOut: 6 	|-12 	|1 	|10.00 	|10.00 	|10.00 	
205.59|TimeOut: 7 	|-12 	|1 	|10.00 	|10.00 	|10.00 	
205.60|Sent Retrans: 6 	|-12 	|1 	|10.00 	|10.00 	|10.00 	
206.59|Sent Retrans: 7 	|-12 	|1 	|10.00 	|10.00 	|10.00 	
206.60|TimeOut: 8 	|-12 	|1 	|10.00 	|10.00 	|10.00 	
207.60|Sent Retrans: 8 	|-12 	|1 	|10.00 	|10.00 	|10.00 	
207.66|TimeOut: 9 	|-12 	|1 	|10.00 	|10.00 	|10.00 	
208.63|TimeOut: 10 	|-12 	|1 	|10.00 	|10.00 	|10.00 	
208.66|Sent Retrans: 9 	|-12 	|1 	|10.00 	|10.00 	|10.00 	
209.63|Sent Retrans: 10 	|-12 	|1 	|10.00 	|10.00 	|10.00 	
209.65|TimeOut: 11 	|-12 	|1 	|10.00 	|10.00 	|10.00 	
